index,time,wether,error,moving,no
484,2014/11/21 14:00,23,0.15099,0.0254,32
485,2014/11/21 15:00,21.54,0.69105,0.0489,33
486,2014/11/21 16:00,14.06,0.55857,0.0078,407
487,2014/11/21 17:00,24.09,0.21443,0.0286,38
488,2014/11/21 18:00,14.19,0.08406,0.0025,393
489,2014/11/21 19:00,22.81,0.35391,0.0805,243
490,2014/11/21 20:00,24.28,0.42095,0.0135,220
491,2014/11/21 21:00,21.55,0.80497,0.0844,66
492,2014/11/21 22:00,20.98,0.72731,0.0697,66
493,2014/11/21 23:00,17.93,0.39809,0.0628,140
494,2014/11/22 0:00,16.2,0.48016,0.0744,323
495,2014/11/22 1:00,16.1,0.05326,0.0282,289
496,2014/11/22 2:00,15.22,0.39869,0.0843,349
497,2014/11/22 3:00,23.36,0.17647,0.0398,76
498,2014/11/22 4:00,17.31,0.04636,0.052,87
499,2014/11/22 5:00,22.33,0.75844,0.0871,288
500,2014/11/22 6:00,11.19,0.11505,0.0426,235
501,2014/11/22 7:00,24.08,0.20917,0.0411,31
502,2014/11/22 8:00,10.31,0.84228,0.0678,432
503,2014/11/22 9:00,19.37,0.97094,0.0027,229
504,2014/11/22 10:00,18.11,0.267,0.0886,263
505,2014/11/22 11:00,15.44,0.18926,0.0679,394
506,2014/11/22 12:00,22.16,0.1613,0.0889,238
507,2014/11/22 13:00,16.96,0.89138,0.0663,79
508,2014/11/22 14:00,24.72,0.2664,0.0604,311
509,2014/11/22 15:00,19.54,0.21226,0.0435,102
510,2014/11/22 16:00,21.31,0.61792,0.0944,39
511,2014/11/22 17:00,10.87,0.25465,0.0541,86
512,2014/11/22 18:00,10.56,0.8727,0.0567,223
513,2014/11/22 19:00,20.65,0.14741,0.0596,19
514,2014/11/22 20:00,13.69,0.51867,0.0953,63
515,2014/11/22 21:00,17.9,0.72254,0.0524,419
516,2014/11/22 22:00,21.91,0.36868,0.064,163
517,2014/11/22 23:00,20.07,0.05773,0.0203,49
518,2014/11/23 0:00,24.69,0.16511,0.0928,135
519,2014/11/23 1:00,11.44,0.328,0.0317,189
520,2014/11/23 2:00,17.72,0.20543,0.0523,13
521,2014/11/23 3:00,14.86,0.73217,0.0915,476
522,2014/11/23 4:00,20.58,0.35207,0.094,424
523,2014/11/23 5:00,23.25,0.51367,0.0355,301
524,2014/11/23 6:00,10.93,0.49398,0.0242,195
525,2014/11/23 7:00,23.19,0.4751,0.026,48
526,2014/11/23 8:00,21.35,0.49774,0.0568,288
527,2014/11/23 9:00,24.99,0.85061,0.0638,120
528,2014/11/23 10:00,22.91,0.91176,0.0661,40
529,2014/11/23 11:00,11.62,0.39814,0.0854,345
530,2014/11/23 12:00,23.71,0.89081,0.0035,476
531,2014/11/23 13:00,20.79,0.16365,0.0037,73
532,2014/11/23 14:00,19.14,0.50575,0.0093,50
533,2014/11/23 15:00,24.58,0.8309,0.0516,248
534,2014/11/23 16:00,21.02,0.70125,0.0348,87
535,2014/11/23 17:00,10.1,0.86577,0.0275,491
536,2014/11/23 18:00,17.96,0.25138,0.0654,238
537,2014/11/23 19:00,10.16,0.98852,0.0434,316
538,2014/11/23 20:00,11.61,0.54772,0.0349,392
539,2014/11/23 21:00,20.81,0.84946,0.0049,120
540,2014/11/23 22:00,18.26,0.58998,0.0768,488
541,2014/11/23 23:00,10.12,0.28614,0.0482,70
542,2014/11/24 0:00,23.51,0.90506,0.0489,434
543,2014/11/24 1:00,13.65,0.79838,0.0105,352
544,2014/11/24 2:00,11.68,0.85118,0.0298,478
545,2014/11/24 3:00,22.78,0.81254,0.0629,490
546,2014/11/24 4:00,16.01,0.57867,0.0466,135
547,2014/11/24 5:00,18.54,0.43204,0.0279,187
548,2014/11/24 6:00,11.44,0.00365,0.041,333
549,2014/11/24 7:00,12.88,0.33047,0.0608,152
550,2014/11/24 8:00,15.4,0.47699,0.0844,471
551,2014/11/24 9:00,16.2,0.18276,0.098,42
552,2014/11/24 10:00,20.02,0.86486,0.0983,309
553,2014/11/24 11:00,13.2,0.47793,0.0267,491
554,2014/11/24 12:00,16.55,0.88075,0.067,233
555,2014/11/24 13:00,10.63,0.85177,0.0295,36
556,2014/11/24 14:00,15.71,0.42111,0.0912,354
557,2014/11/24 15:00,17.25,0.732,0.0024,34
558,2014/11/24 16:00,12.06,0.11684,0.0274,403
559,2014/11/24 17:00,16.28,0.16436,0.0763,18
560,2014/11/24 18:00,10.98,0.25834,0.0858,94
561,2014/11/24 19:00,24.23,0.72794,0.09,166
562,2014/11/24 20:00,16.73,0.87798,0.0214,369
563,2014/11/24 21:00,22.34,0.74545,0.0545,138
564,2014/11/24 22:00,23.01,0.91235,0.0525,393
565,2014/11/24 23:00,19.66,0.48073,0.048,335
566,2014/11/25 0:00,22.97,0.51277,0.0504,35
567,2014/11/25 1:00,18.27,0.3398,0.0601,53
568,2014/11/25 2:00,10.81,0.63807,0.0081,368
569,2014/11/25 3:00,17.7,0.35963,0.0988,206
570,2014/11/25 4:00,18.28,0.3948,0.0941,259
571,2014/11/25 5:00,10.89,0.23667,0.0386,335
572,2014/11/25 6:00,19.63,0.20421,0.0537,208
573,2014/11/25 7:00,23.51,0.12524,0.0072,35
574,2014/11/25 8:00,13.74,0.87123,0.0758,94
575,2014/11/25 9:00,18.95,0.60786,0.0435,380
576,2014/11/25 10:00,23.98,0.00117,0.0143,373
577,2014/11/25 11:00,21.93,0.92427,0.057,412
578,2014/11/25 12:00,21.42,0.4989,0.0549,65
579,2014/11/25 13:00,23.61,0.27853,0.0487,369
580,2014/11/25 14:00,10.62,0.41664,0.0573,90
581,2014/11/25 15:00,15.1,0.86991,0.0602,430
582,2014/11/25 16:00,11.62,0.26064,0.0418,294
583,2014/11/25 17:00,20.3,0.01576,0.0521,343
584,2014/11/25 18:00,11.9,0.81048,0.0708,206
585,2014/11/25 19:00,10.84,0.3948,0.0574,482
586,2014/11/25 20:00,15.26,0.75635,0.0438,469
587,2014/11/25 21:00,10.2,0.84277,0.0366,364
588,2014/11/25 22:00,16.67,0.46813,0.0491,134
589,2014/11/25 23:00,23.34,0.71256,0.0677,80
590,2014/11/26 0:00,16.24,0.63149,0.0396,306
591,2014/11/26 1:00,22.31,0.86847,0.0172,105
592,2014/11/26 2:00,20.35,0.01979,0.0308,423
593,2014/11/26 3:00,19.71,0.41222,0.0798,468
594,2014/11/26 4:00,13.55,0.45696,0.0065,153
595,2014/11/26 5:00,10.07,0.94622,0.0353,219
596,2014/11/26 6:00,24.38,0.10295,0.036,105
597,2014/11/26 7:00,11.4,0.64797,0.0417,328
598,2014/11/26 8:00,22.93,0.24122,0.0354,173
599,2014/11/26 9:00,18.96,0.18089,0.0512,458
600,2014/11/26 10:00,10.81,0.9032,0.0202,409
601,2014/11/26 11:00,15.37,0.18227,0.0056,273
602,2014/11/26 12:00,16.11,0.2948,0.05,206
603,2014/11/26 13:00,23.79,0.31751,0.0037,237
604,2014/11/26 14:00,10.11,0.71988,0.0703,298
605,2014/11/26 15:00,13.62,0.27309,0.0929,183
606,2014/11/26 16:00,14.8,0.13022,0.0619,123
607,2014/11/26 17:00,19,0.28466,0.0164,206
608,2014/11/26 18:00,24.75,0.0388,0.0951,255
609,2014/11/26 19:00,17.51,0.93957,0.07,499
610,2014/11/26 20:00,22.5,0.04374,0.0439,344
611,2014/11/26 21:00,10.3,0.50616,0.0561,156
612,2014/11/26 22:00,21.72,0.04502,0.0686,176
613,2014/11/26 23:00,20.74,0.54496,0.0647,457
614,2014/11/27 0:00,11.84,0.8021,0.0961,107
615,2014/11/27 1:00,20.7,0.32038,0.0141,302
616,2014/11/27 2:00,18.59,0.50049,0.084,199
617,2014/11/27 3:00,23.16,0.06358,0.0248,245
618,2014/11/27 4:00,12.55,0.2608,0.0532,211
619,2014/11/27 5:00,18.35,0.41203,0.0688,327
620,2014/11/27 6:00,15.34,0.43308,0.0434,317
621,2014/11/27 7:00,20.93,0.72895,0.0528,205
622,2014/11/27 8:00,18.6,0.51033,0.0228,454
623,2014/11/27 9:00,10.03,0.00649,0.0583,119
624,2014/11/27 10:00,21.94,0.79386,0.0597,316
625,2014/11/27 11:00,22.9,0.19228,0.0309,484
626,2014/11/27 12:00,18.54,0.54643,0.0248,445
627,2014/11/27 13:00,21.11,0.90345,0.0624,242
628,2014/11/27 14:00,17.48,0.27341,0.0135,437
629,2014/11/27 15:00,18.39,0.47102,0.0382,330
630,2014/11/27 16:00,13.88,0.92096,0.0514,231
631,2014/11/27 17:00,22.99,0.68884,0.0166,98
632,2014/11/27 18:00,10.98,0.65317,0.0907,131
633,2014/11/27 19:00,13.21,0.32249,0.0529,293
634,2014/11/27 20:00,14.08,0.76332,0.0603,141
635,2014/11/27 21:00,21.22,0.30567,0.0955,328
636,2014/11/27 22:00,21.81,0.34433,0.0547,490
637,2014/11/27 23:00,20.11,0.50232,0.0913,291
638,2014/11/28 0:00,19.92,0.17173,0.0108,59
639,2014/11/28 1:00,23.52,0.73349,0.0765,111
640,2014/11/28 2:00,11.48,0.1554,0.0542,56
641,2014/11/28 3:00,24.35,0.95654,0.0629,166
642,2014/11/28 4:00,18.66,0.57694,0.0717,481
643,2014/11/28 5:00,19.97,0.46781,0.0458,426
644,2014/11/28 6:00,16.08,0.20425,0.0584,31
645,2014/11/28 7:00,19.54,0.45607,0.0725,86
646,2014/11/28 8:00,13.39,0.64711,0.0444,377
647,2014/11/28 9:00,15.9,0.28648,0.0564,361
648,2014/11/28 10:00,21.98,0.59113,0.0571,466
649,2014/11/28 11:00,24.63,0.53073,0.0256,28
650,2014/11/28 12:00,11.16,0.43159,0.0472,322
651,2014/11/28 13:00,17.96,0.77194,0.0211,55
652,2014/11/28 14:00,17.36,0.74553,0.0694,265
653,2014/11/28 15:00,18.1,0.07172,0.0147,370
654,2014/11/28 16:00,12.89,0.67513,0.0557,217
655,2014/11/28 17:00,14.18,0.27272,0.0823,24
656,2014/11/28 18:00,20.02,0.88455,0.0504,188
657,2014/11/28 19:00,17.16,0.57413,0.0955,291
658,2014/11/28 20:00,20.06,0.42274,0.0167,242
659,2014/11/28 21:00,19.07,0.84321,0.0158,445
660,2014/11/28 22:00,13.03,0.40888,0.0025,467
661,2014/11/28 23:00,10.53,0.6467,0.0181,221
662,2014/11/29 0:00,13.29,0.24033,0.0971,421
663,2014/11/29 1:00,15.08,0.01424,0.011,455
664,2014/11/29 2:00,10.64,0.28587,0.0816,347
665,2014/11/29 3:00,19.98,0.30786,0.0805,498
666,2014/11/29 4:00,14.74,0.02111,0.0082,471
667,2014/11/29 5:00,21.07,0.96794,0.0396,354
668,2014/11/29 6:00,15.85,0.24059,0.0144,208
669,2014/11/29 7:00,23.16,0.22557,0.0647,396
670,2014/11/29 8:00,19.08,0.67123,0.0019,349
671,2014/11/29 9:00,18.37,0.95657,0.0864,168
672,2014/11/29 10:00,24.67,0.39776,0.0901,496
673,2014/11/29 11:00,12.86,0.24077,0.0118,484
674,2014/11/29 12:00,14.02,0.0363,0.0367,283
675,2014/11/29 13:00,19.41,0.11268,0.0486,496
676,2014/11/29 14:00,23.2,0.38987,0.022,482
677,2014/11/29 15:00,23.85,0.81406,0.0971,51
678,2014/11/29 16:00,16.59,0.8215,0.0389,358
679,2014/11/29 17:00,19.03,0.50704,0.0606,470
680,2014/11/29 18:00,12.42,0.55685,0.0083,130
681,2014/11/29 19:00,12.92,0.68252,0.0681,308
682,2014/11/29 20:00,18.91,0.12175,0.0164,315
683,2014/11/29 21:00,17.5,0.7984,0.0459,274
684,2014/11/29 22:00,10.07,0.94243,0.0595,463
685,2014/11/29 23:00,19.25,0.40542,0.0875,316
686,2014/11/30 0:00,10.72,0.13847,0.0937,497
687,2014/11/30 1:00,18.69,0.21725,0.0325,58
688,2014/11/30 2:00,23.67,0.69585,0.0865,22
689,2014/11/30 3:00,12.44,0.32883,0.0657,267
690,2014/11/30 4:00,13.79,0.72269,0.0912,393
691,2014/11/30 5:00,19.24,0.32543,0.039,455
692,2014/11/30 6:00,15.91,0.19393,0.0477,474
693,2014/11/30 7:00,19.44,0.7193,0.0458,336
694,2014/11/30 8:00,13.53,0.48047,0.0204,120
695,2014/11/30 9:00,20.96,0.85677,0.0427,489
696,2014/11/30 10:00,23.68,0.72968,0.0689,330
697,2014/11/30 11:00,17.23,0.55346,0.0735,208
698,2014/11/30 12:00,19.33,0.02289,0.0215,453
699,2014/11/30 13:00,13.17,0.02603,0.094,439
700,2014/11/30 14:00,23.35,0.719,0.0325,128
701,2014/11/30 15:00,21.55,0.95634,0.0095,136
702,2014/11/30 16:00,22.82,0.64173,0.0204,405
703,2014/11/30 17:00,10.05,0.28393,0.0347,92
704,2014/11/30 18:00,12.34,0.51227,0.0459,167
705,2014/11/30 19:00,22.62,0.77249,0.0498,324
706,2014/11/30 20:00,23.18,0.09561,0.0162,181
707,2014/11/30 21:00,12.35,0.29794,0.0891,404
708,2014/11/30 22:00,18.01,0.84766,0.0413,221
709,2014/11/30 23:00,15.46,0.86888,0.0121,471
710,2014/12/1 0:00,15.24,0.4293,0.0278,309
711,2014/12/1 1:00,11.69,0.75721,0.0108,53
712,2014/12/1 2:00,21.26,0.64644,0.0605,294
713,2014/12/1 3:00,19.05,0.96608,0.0405,108
714,2014/12/1 4:00,24.19,0.16266,0.0175,415
715,2014/12/1 5:00,16.25,0.8704,0.0543,326
716,2014/12/1 6:00,19.96,0.78568,0.0801,191
717,2014/12/1 7:00,14.39,0.47392,0.0151,351
718,2014/12/1 8:00,15.34,0.76251,0.0824,251
719,2014/12/1 9:00,12.95,0.14107,0.0249,13
720,2014/12/1 10:00,19.74,0.14493,0.0569,170
721,2014/12/1 11:00,10.96,0.6305,0.0522,396
722,2014/12/1 12:00,23.97,0.23299,0.0165,253
723,2014/12/1 13:00,16.64,0.16062,0.088,183
724,2014/12/1 14:00,22.61,0.28118,0.0628,354
725,2014/12/1 15:00,16.1,0.69854,0.0815,438
726,2014/12/1 16:00,21.81,0.72754,0.0673,119
727,2014/12/1 17:00,24.86,0.03609,0.0724,26
728,2014/12/1 18:00,18.36,0.49597,0.0311,286
729,2014/12/1 19:00,22.82,0.47371,0.0811,373
730,2014/12/1 20:00,12.3,0.65673,0.0432,419
731,2014/12/1 21:00,13.43,0.51659,0.0562,96
732,2014/12/1 22:00,17.9,0.28084,0.0758,157
733,2014/12/1 23:00,24.12,0.89531,0.0501,28
734,2014/12/2 0:00,13.87,0.24458,0.0853,249
735,2014/12/2 1:00,16.83,0.37742,0.0179,99
736,2014/12/2 2:00,11.78,0.63061,0.0285,193
737,2014/12/2 3:00,23.71,0.69578,0.0191,246
738,2014/12/2 4:00,22.07,0.73515,0.0644,394
739,2014/12/2 5:00,24.66,0.2948,0.0569,417
740,2014/12/2 6:00,12.72,0.8898,0.0667,182
741,2014/12/2 7:00,10.69,0.20742,0.0291,441
742,2014/12/2 8:00,10.55,0.18826,0.0779,80
743,2014/12/2 9:00,23.7,0.85983,0.0689,290
744,2014/12/2 10:00,24.62,0.82884,0.0708,294
745,2014/12/2 11:00,20.92,0.26026,0.0077,399
746,2014/12/2 12:00,24.42,0.87938,0.0723,220
747,2014/12/2 13:00,22.77,0.0284,0.0882,31
748,2014/12/2 14:00,20.75,0.39699,0.0422,114
749,2014/12/2 15:00,22.08,0.29136,0.0788,274
750,2014/12/2 16:00,16.98,0.34647,0.0428,105
751,2014/12/2 17:00,23.5,0.50322,0.0962,162
752,2014/12/2 18:00,24.69,0.0332,0.0661,217
753,2014/12/2 19:00,19.44,0.84492,0.0689,53
754,2014/12/2 20:00,23.23,0.11411,0.0076,443
755,2014/12/2 21:00,20.68,0.38145,0.021,60
756,2014/12/2 22:00,20.97,0.07971,0.0368,118
757,2014/12/2 23:00,21.57,0.83294,0.0499,267
758,2014/12/3 0:00,10.75,0.02948,0.0881,482
759,2014/12/3 1:00,14.94,0.7522,0.0431,252
760,2014/12/3 2:00,21.41,0.49232,0.012,448
761,2014/12/3 3:00,21.01,0.34354,0.0683,89
762,2014/12/3 4:00,12.31,0.77039,0.0431,289
763,2014/12/3 5:00,24.62,0.14763,0.0781,337
764,2014/12/3 6:00,13.08,0.6897,0.0526,27
765,2014/12/3 7:00,15.59,0.73096,0.0022,467
766,2014/12/3 8:00,23.99,0.70999,0.0146,204
767,2014/12/3 9:00,11.81,0.85223,0.048,236
768,2014/12/3 10:00,12.74,0.21397,0.0481,453
769,2014/12/3 11:00,15.83,0.98119,0.0886,434
770,2014/12/3 12:00,16.96,0.66137,0.047,142
771,2014/12/3 13:00,17.02,0.13806,0.0515,318
772,2014/12/3 14:00,19.13,0.47226,0.0488,352
773,2014/12/3 15:00,17.72,0.00091,0.0254,27
774,2014/12/3 16:00,10.39,0.27372,0.0236,304
775,2014/12/3 17:00,22.04,0.94384,0.0393,176
776,2014/12/3 18:00,16.03,0.78798,0.041,33
777,2014/12/3 19:00,16.34,0.83899,0.0939,312
778,2014/12/3 20:00,23.55,0.40288,0.0868,482
779,2014/12/3 21:00,23,0.00827,0.0948,374
780,2014/12/3 22:00,15.61,0.22654,0.0301,418
781,2014/12/3 23:00,16.77,0.09838,0.0967,466
782,2014/12/4 0:00,15.36,0.56366,0.0171,121
783,2014/12/4 1:00,10.44,0.86078,0.0559,390
784,2014/12/4 2:00,23.77,0.38697,0.092,111
785,2014/12/4 3:00,14.05,0.77476,0.0597,137
786,2014/12/4 4:00,18.62,0.32743,0.0268,265
787,2014/12/4 5:00,12.11,0.32682,0.09,499
788,2014/12/4 6:00,16.99,0.98392,0.0883,446
789,2014/12/4 7:00,19.3,0.97774,0.0482,422
790,2014/12/4 8:00,13.42,0.36737,0.0594,462
791,2014/12/4 9:00,12.42,0.58227,0.018,225
792,2014/12/4 10:00,20.07,0.67305,0.03,213
793,2014/12/4 11:00,18.33,0.86183,0.0985,120
794,2014/12/4 12:00,23.57,0.19508,0.0011,240
795,2014/12/4 13:00,23.99,0.92893,0.0031,134
796,2014/12/4 14:00,12.95,0.24428,0.0689,331
797,2014/12/4 15:00,10.91,0.78281,0.0228,64
798,2014/12/4 16:00,11.37,0.08066,0.0945,395
799,2014/12/4 17:00,21.02,0.17088,0.0823,344
800,2014/12/4 18:00,22.11,0.98863,0.0036,119
801,2014/12/4 19:00,22.99,0.17393,0.0494,458
802,2014/12/4 20:00,12,0.43589,0.0323,487
803,2014/12/4 21:00,10.7,0.71347,0.0776,128
804,2014/12/4 22:00,20.37,0.84835,0.092,229
805,2014/12/4 23:00,16.53,0.96708,0.0023,469
806,2014/12/5 0:00,18.7,0.33512,0.0762,316
807,2014/12/5 1:00,14.37,0.87089,0.0056,340
808,2014/12/5 2:00,15.19,0.35288,0.0406,212
809,2014/12/5 3:00,19.52,0.63337,0.0681,228
810,2014/12/5 4:00,12.27,0.01245,0.0381,77
811,2014/12/5 5:00,13.62,0.93078,0.0477,199
812,2014/12/5 6:00,23.97,0.98663,0.036,315
813,2014/12/5 7:00,14.65,0.35644,0.056,480
814,2014/12/5 8:00,11.53,0.33857,0.0449,307
815,2014/12/5 9:00,12.18,0.8044,0.0351,236
816,2014/12/5 10:00,18.09,0.68166,0.0222,198
817,2014/12/5 11:00,15.84,0.04988,0.0872,373
818,2014/12/5 12:00,14.34,0.40666,0.0769,86
819,2014/12/5 13:00,14.41,0.54584,0.0164,365
820,2014/12/5 14:00,16.81,0.12724,0.0793,337
821,2014/12/5 15:00,17.91,0.88135,0.0191,491
822,2014/12/5 16:00,20.19,0.59,0.0072,251
823,2014/12/5 17:00,13.38,0.12619,0.0072,318
824,2014/12/5 18:00,12.54,0.82398,0.0109,428
825,2014/12/5 19:00,15.08,0.74771,0.0401,440
826,2014/12/5 20:00,12.26,0.29226,0.0553,487
827,2014/12/5 21:00,20.32,0.47932,0.0754,178
828,2014/12/5 22:00,22.32,0.24177,0.0292,395
829,2014/12/5 23:00,11.5,0.66151,0.0024,30
830,2014/12/6 0:00,20.05,0.93954,0.055,357
831,2014/12/6 1:00,14.81,0.18747,0.0504,354
832,2014/12/6 2:00,16.44,0.54857,0.0732,258
833,2014/12/6 3:00,23.91,0.37907,0.0603,481
834,2014/12/6 4:00,19.9,0.0081,0.0968,353
835,2014/12/6 5:00,19.41,0.63324,0.007,178
836,2014/12/6 6:00,11.36,0.77344,0.0435,164
837,2014/12/6 7:00,18.3,0.31553,0.0519,139
838,2014/12/6 8:00,24.13,0.23427,0.0639,363
839,2014/12/6 9:00,18.19,0.21451,0.0793,108
840,2014/12/6 10:00,20.41,0.45771,0.0915,249
841,2014/12/6 11:00,24.56,0.36683,0.0225,267
842,2014/12/6 12:00,11.39,0.4344,0.0314,402
843,2014/12/6 13:00,10.78,0.49873,0.074,391
844,2014/12/6 14:00,16.41,0.61189,0.0628,427
845,2014/12/6 15:00,10.92,0.3716,0.007,42
846,2014/12/6 16:00,23.49,0.35475,0.0365,384
847,2014/12/6 17:00,23.11,0.25071,0.0145,328
848,2014/12/6 18:00,15.8,0.29668,0.0625,351
849,2014/12/6 19:00,23.54,0.20145,0.0994,177
850,2014/12/6 20:00,18.62,0.3203,0.0948,274
851,2014/12/6 21:00,14.24,0.15927,0.0875,237
852,2014/12/6 22:00,10.45,0.85256,0.0979,102
853,2014/12/6 23:00,15.05,0.722,0.0878,311
854,2014/12/7 0:00,17.66,0.63679,0.0952,388
855,2014/12/7 1:00,13.63,0.02514,0.0688,327
856,2014/12/7 2:00,10.94,0.44374,0.0376,349
857,2014/12/7 3:00,23.55,0.81213,0.0094,437
858,2014/12/7 4:00,14.59,0.47595,0.08,236
859,2014/12/7 5:00,11.44,0.72488,0.0168,307
860,2014/12/7 6:00,16.48,0.5679,0.0051,262
861,2014/12/7 7:00,22.29,0.43636,0.085,261
862,2014/12/7 8:00,23.15,0.49559,0.0456,495
863,2014/12/7 9:00,17.26,0.99663,0.0825,474
864,2014/12/7 10:00,19.73,0.62609,0.0828,134
865,2014/12/7 11:00,15.43,0.52708,0.0653,314
866,2014/12/7 12:00,16.65,0.13392,0.0539,120
867,2014/12/7 13:00,21.74,0.71503,0.0539,85
868,2014/12/7 14:00,16.29,0.20804,0.0142,156
869,2014/12/7 15:00,24.67,0.01363,0.0122,223
870,2014/12/7 16:00,24.87,0.33446,0.0031,40
871,2014/12/7 17:00,11.22,0.60506,0.0668,101
872,2014/12/7 18:00,14.81,0.09672,0.0791,161
873,2014/12/7 19:00,23.96,0.72632,0.0113,13
874,2014/12/7 20:00,24.67,0.51645,0.0851,154
875,2014/12/7 21:00,21.16,0.49981,0.0013,145
876,2014/12/7 22:00,15.26,0.96412,0.0912,186
877,2014/12/7 23:00,24.26,0.74213,0.0652,139
878,2014/12/8 0:00,12.61,0.03904,0.0416,196
879,2014/12/8 1:00,10.15,0.4693,0.0052,467
880,2014/12/8 2:00,20.15,0.72209,0.0713,266
881,2014/12/8 3:00,18.29,0.92509,0.0393,229
882,2014/12/8 4:00,24.9,0.58902,0.0592,345
883,2014/12/8 5:00,19.24,0.22237,0.0178,137
884,2014/12/8 6:00,10.57,0.53284,0.057,127
885,2014/12/8 7:00,21.53,0.82622,0.0486,437
886,2014/12/8 8:00,23.97,0.37446,0.0866,497
887,2014/12/8 9:00,21.34,0.18415,0.0163,34
888,2014/12/8 10:00,17.57,0.56112,0.0174,164
889,2014/12/8 11:00,23.17,0.84178,0.0218,12
890,2014/12/8 12:00,16.28,0.22653,0.0186,400
891,2014/12/8 13:00,16.49,0.71048,0.0951,341
892,2014/12/8 14:00,21.24,0.92847,0.0271,357
893,2014/12/8 15:00,17.49,0.61637,0.0982,260
894,2014/12/8 16:00,17.09,0.41804,0.0889,164
895,2014/12/8 17:00,21.71,0.38326,0.0535,67
896,2014/12/8 18:00,24.63,0.67532,0.0089,422
897,2014/12/8 19:00,24.71,0.20733,0.0303,264
898,2014/12/8 20:00,22.15,0.67949,0.0593,76
899,2014/12/8 21:00,22.41,0.40781,0.0165,347
900,2014/12/8 22:00,15.64,0.0335,0.0795,316
901,2014/12/8 23:00,24.58,0.55885,0.0835,204
902,2014/12/9 0:00,13.97,0.90259,0.0937,119
903,2014/12/9 1:00,11.33,0.2782,0.0957,58
904,2014/12/9 2:00,19.28,0.83328,0.0618,35
905,2014/12/9 3:00,19.25,0.84166,0.0531,11
906,2014/12/9 4:00,16.69,0.58405,0.0976,199
907,2014/12/9 5:00,19.05,0.31409,0.0461,141
908,2014/12/9 6:00,23.15,0.33972,0.0839,56
909,2014/12/9 7:00,19.62,0.2907,0.049,479
910,2014/12/9 8:00,12.27,0.88147,0.0908,444
911,2014/12/9 9:00,11.37,0.71849,0.0023,172
912,2014/12/9 10:00,20.04,0.15469,0.0993,29
913,2014/12/9 11:00,21.91,0.62309,0.0998,113
914,2014/12/9 12:00,14.8,0.04976,0.077,461
915,2014/12/9 13:00,11.98,0.412,0.0035,455
916,2014/12/9 14:00,24.98,0.96457,0.0538,151
917,2014/12/9 15:00,16.28,0.03413,0.062,11
918,2014/12/9 16:00,13.34,0.09371,0.0403,42
919,2014/12/9 17:00,11.2,0.29358,0.0414,103
920,2014/12/9 18:00,16.79,0.3782,0.0324,171
921,2014/12/9 19:00,22.72,0.56255,0.0088,231
922,2014/12/9 20:00,18.99,0.14077,0.0512,222
923,2014/12/9 21:00,22.28,0.54958,0.0808,149
924,2014/12/9 22:00,14.74,0.8299,0.074,277
925,2014/12/9 23:00,11.51,0.19682,0.0721,490
926,2014/12/10 0:00,18.25,0.85389,0.0946,151
927,2014/12/10 1:00,14.02,0.62356,0.0139,262
928,2014/12/10 2:00,16.16,0.86429,0.0963,361
929,2014/12/10 3:00,23.37,0.24672,0.0511,462
930,2014/12/10 4:00,13.53,0.90668,0.0752,78
931,2014/12/10 5:00,21.99,0.52226,0.0441,127
932,2014/12/10 6:00,11.07,0.01744,0.0054,225
933,2014/12/10 7:00,20.88,0.6958,0.0431,328
934,2014/12/10 8:00,16.15,0.37879,0.0107,390
935,2014/12/10 9:00,10.46,0.16607,0.0234,192
936,2014/12/10 10:00,22.51,0.10166,0.0546,53
937,2014/12/10 11:00,22.69,0.7591,0.0319,61
938,2014/12/10 12:00,15.51,0.35493,0.0964,50
939,2014/12/10 13:00,13.7,0.60142,0.066,32
940,2014/12/10 14:00,20.52,0.13073,0.0032,25
941,2014/12/10 15:00,20.06,0.9216,0.0883,112
942,2014/12/10 16:00,15.63,0.66438,0.0031,169
943,2014/12/10 17:00,20.06,0.98148,0.0067,72
944,2014/12/10 18:00,17.18,0.17069,0.0247,397
945,2014/12/10 19:00,16.98,0.97692,0.0596,47
946,2014/12/10 20:00,21.05,0.13675,0.098,29
947,2014/12/10 21:00,17,0.71008,0.013,245
948,2014/12/10 22:00,13.35,0.90872,0.029,106
949,2014/12/10 23:00,24.21,0.77354,0.0676,56
950,2014/12/11 0:00,18.91,0.03247,0.0461,442
951,2014/12/11 1:00,12.02,0.26734,0.0689,490
952,2014/12/11 2:00,24.07,0.87036,0.0254,171
953,2014/12/11 3:00,16.23,0.84881,0.0543,480
954,2014/12/11 4:00,15.08,0.48341,0.0347,470
955,2014/12/11 5:00,13.46,0.47887,0.0365,208
956,2014/12/11 6:00,17.98,0.91822,0.0768,199
957,2014/12/11 7:00,15.95,0.81628,0.0484,168
958,2014/12/11 8:00,16.64,0.7822,0.0582,58
959,2014/12/11 9:00,22.07,0.38788,0.0167,390
960,2014/12/11 10:00,24.75,0.1538,0.0189,396
961,2014/12/11 11:00,11.37,0.31703,0.038,404
962,2014/12/11 12:00,12.02,0.22604,0.0081,34
963,2014/12/11 13:00,24.31,0.93662,0.0348,214
964,2014/12/11 14:00,18.15,0.61389,0.0822,370
965,2014/12/11 15:00,12.2,0.32379,0.0017,404
966,2014/12/11 16:00,17.59,0.58279,0.0945,231
967,2014/12/11 17:00,17.7,0.35423,0.0375,139
